Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	doc_accuracy	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	preQC_exclusion_reason	GADM	GADM_0	GADM_1	GADM_2	GADM_3	Species	public_exclusion_reason	median_distance_to_other_samples	internal_exclusion_reason	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour
Colombia_30102100439	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562975,SRR1565098	Colombia_30102100439	81.34	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100439	DS_X0001_Colombia_30102100439	OS_X0001_Colombia_30102100439	SE_X0001_Colombia_30102100439	IN_X0001_Colombia_30102100439	167.58	8.85	7.98	0.0	1.32	4976107661	26883549	24643539	251416270	191.8	75.0	100	0.00970933	24.6	47790912	46456709	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02175959199666977		Colombia_30102100491	0.00777766201645136	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100440	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1565099,SRR1568230	Colombia_30102100440	79.46	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100440	DS_X0001_Colombia_30102100440	OS_X0001_Colombia_30102100440	SE_X0001_Colombia_30102100440	IN_X0001_Colombia_30102100440	113.68	13.2	5.43	0.0	1.4	3215977959	25445281	24052543	928779739	215.7	79.0	100	0.0109928	24.6	30204607	29616694	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.0215852614492178		VVX02327	0.00016970660362858325	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100441-A	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1565136,SRR1568159	Colombia_30102100441-A,Colombia_30102100441-B	78.68	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100441-A	DS_X0001_Colombia_30102100441-A	OS_X0001_Colombia_30102100441-A	SE_X0001_Colombia_30102100441-A	IN_X0001_Colombia_30102100441	126.56	11.11	8.74	0.0	0.95	4195512248	26219814	23625568	394266630	195.9	111.8	99	0.009307481	24.7	40338180	38363176	True	False	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Lower_covered_duplicate										None	False	Colombia: Cordoba	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
Colombia_30102100441-B	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564989,SRR1567977	Colombia_30102100441-A,Colombia_30102100441-B	79.51	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100441-B	DS_X0001_Colombia_30102100441-B	OS_X0001_Colombia_30102100441-B	SE_X0001_Colombia_30102100441-B	IN_X0001_Colombia_30102100441	260.24	11.49	7.34	0.0	1.14	8685625988	26230747	23970346	931387357	199.0	80.0	100	0.008922807	24.9	83104473	80557250	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021761950105428696		Colombia_30102100443-B	0.00017949844186659902	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100443-A	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562971,SRR1564927	Colombia_30102100443-A,Colombia_30102100443-B	78.26	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100443-A	DS_X0001_Colombia_30102100443-A	OS_X0001_Colombia_30102100443-A	SE_X0001_Colombia_30102100443-A	IN_X0001_Colombia_30102100443	82.49	14.21	5.86	0.0	1.15	2298691196	25074649	23878305	958595444	233.2	87.4	100	0.0102058	24.7	21446774	21005887	True	False	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Lower_covered_duplicate										None	False	Colombia: Cordoba	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
Colombia_30102100443-B	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562555,SRR1564990	Colombia_30102100443-A,Colombia_30102100443-B	81.92	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100443-B	DS_X0001_Colombia_30102100443-B	OS_X0001_Colombia_30102100443-B	SE_X0001_Colombia_30102100443-B	IN_X0001_Colombia_30102100443	119.24	8.6	7.4	0.0	1.57	3542775883	26857394	24863890	270285292	211.4	80.4	100	0.01087689	24.6	33132290	32490123	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02177969366312027		Colombia_30102100441-B	0.00017949844186659902	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100445	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1565137,SRR1568207	Colombia_30102100445	81.22	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100445	DS_X0001_Colombia_30102100445	OS_X0001_Colombia_30102100445	SE_X0001_Colombia_30102100445	IN_X0001_Colombia_30102100445	126.14	9.35	7.31	0.0	1.6	3698456636	26647256	24764062	756998434	221.3	84.3	100	0.0110806	24.7	34681089	34026867	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021763257682323456		Colombia_30102100448	0.00027145448257215316	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100446	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1565124,SRR1568118	Colombia_30102100446	79.7	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100446	DS_X0001_Colombia_30102100446	OS_X0001_Colombia_30102100446	SE_X0001_Colombia_30102100446	IN_X0001_Colombia_30102100446	92.64	12.07	6.37	0.0	1.35	2664404799	25794603	24061932	491255011	214.8	79.1	100	0.01054551	24.6	24918385	24440011	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02168317511677742		Colombia_30102100449	0.006631519179791212	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100448	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564670,SRR1565110	Colombia_30102100448	81.51	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100448	DS_X0001_Colombia_30102100448	OS_X0001_Colombia_30102100448	SE_X0001_Colombia_30102100448	IN_X0001_Colombia_30102100448	151.28	9.06	7.7	0.0	1.21	4812996902	26815597	24683446	196347333	185.1	117.2	99	0.01068718	24.1	46769610	44181439	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.0217879731208086		Colombia_30102100445	0.00027145448257215316	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100449	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562870,SRR1565049	Colombia_30102100449	80.93	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100449	DS_X0001_Colombia_30102100449	OS_X0001_Colombia_30102100449	SE_X0001_Colombia_30102100449	IN_X0001_Colombia_30102100449	116.63	9.91	7.2	0.0	1.45	3358283623	26461070	24519933	432848630	221.9	83.5	100	0.01097192	24.6	31544292	31000845	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02158698439598084		Colombia_30102100446	0.006631519179791212	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100485	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564964,SRR1568213	Colombia_30102100485	78.74	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100485	DS_X0001_Colombia_30102100485	OS_X0001_Colombia_30102100485	SE_X0001_Colombia_30102100485	IN_X0001_Colombia_30102100485	124.6	12.38	7.47	0.0	0.9	3550839911	25810628	23542212	221330289	200.3	80.4	100	0.009142942	24.8	34285567	33299733	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021537531167268757		Colombia_30102100438-B	0.011227183975279331	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100486	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1565001,SRR1568160	Colombia_30102100486	84.03	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100486	DS_X0001_Colombia_30102100486	OS_X0001_Colombia_30102100486	SE_X0001_Colombia_30102100486	IN_X0001_Colombia_30102100486	166.6	7.1	6.43	0.0	1.93	4985421565	27328254	25728801	517443907	199.8	72.6	100	0.01055492	24.8	46995765	46064871	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02140250615775585		Colombia_30102100487	0.009241197258234024	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100487	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562518,SRR1565037	Colombia_30102100487	86.91	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100487	DS_X0001_Colombia_30102100487	OS_X0001_Colombia_30102100487	SE_X0001_Colombia_30102100487	IN_X0001_Colombia_30102100487	155.31	6.06	3.75	0.0	2.76	4703066297	27703105	26808446	183087346	189.7	74.0	100	0.01076908	24.8	44560108	43799137	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021824074909091		Colombia_30102100490	0.002843276830390096	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100488	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564665,SRR1565111	Colombia_30102100488	79.36	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100488	DS_X0001_Colombia_30102100488	OS_X0001_Colombia_30102100488	SE_X0001_Colombia_30102100488	IN_X0001_Colombia_30102100488	167.4	11.57	7.67	0.0	0.89	4941253241	26058433	23782703	237865605	187.1	78.8	100	0.01045928	24.2	47480193	45812822	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021711274981498718		Colombia_30102100437	0.011504500173032284	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100489	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564660,SRR1564951	Colombia_30102100489	81.21	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100489	DS_X0001_Colombia_30102100489	OS_X0001_Colombia_30102100489	SE_X0001_Colombia_30102100489	IN_X0001_Colombia_30102100489	147.41	8.9	8.17	0.0	1.2	4386128744	26863434	24592838	173264187	182.7	82.0	100	0.01051109	24.2	42259854	40713021	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021915750578045845		VVX02328	0.00019099067139904943	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100490	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564940,SRR1568169	Colombia_30102100490	84.84	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100490	DS_X0001_Colombia_30102100490	OS_X0001_Colombia_30102100490	SE_X0001_Colombia_30102100490	IN_X0001_Colombia_30102100490	167.07	7.08	5.39	0.0	2.18	4986928753	27394890	26039496	276003104	191.2	70.2	100	0.01099491	24.1	47074752	46263156	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02176375314593315		Colombia_30102100487	0.002843276830390096	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100491	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1564650,SRR1565138	Colombia_30102100491	81.03	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100491	DS_X0001_Colombia_30102100491	OS_X0001_Colombia_30102100491	SE_X0001_Colombia_30102100491	IN_X0001_Colombia_30102100491	120.74	9.09	8.26	0.0	1.1	3489259684	26745020	24458264	92687801	177.5	76.5	100	0.01055833	24.3	33675424	32454283	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02170242555439472		Colombia_30102100439	0.00777766201645136	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100492	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562965,SRR1565139	Colombia_30102100492	69.83	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100492	DS_X0001_Colombia_30102100492	OS_X0001_Colombia_30102100492	SE_X0001_Colombia_30102100492	IN_X0001_Colombia_30102100492	89.88	18.19	10.75	0.0	0.72	2904836518	23887153	22881777	2009647702	233.0	116.2	100	0.008911496	24.5	27902103	26775391	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.021430157124996185		VVX01000	0.011365612968802452	Colombia	Colombia	Choco	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100493	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1562818,SRR1565140	Colombia_30102100493	78.03	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100493	DS_X0001_Colombia_30102100493	OS_X0001_Colombia_30102100493	SE_X0001_Colombia_30102100493	IN_X0001_Colombia_30102100493	114.09	13.36	7.27	0.0	0.82	3162599961	25497681	23277853	168469818	196.0	76.9	100	0.009382202	24.8	30431643	29579646	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02173140645027161		Colombia_30102100492	0.011767774820327759	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30102100504	X0001-PV-MULTI-HUPALO2016	Tierralta	8.172777799999999	-76.059444	Colombia	2013	SRR1565112,SRR1568112	Colombia_30102100504	80.92	Tierralta	Americas	2013-01-01 0:00:00	year	Colombia_30102100504	DS_X0001_Colombia_30102100504	OS_X0001_Colombia_30102100504	SE_X0001_Colombia_30102100504	IN_X0001_Colombia_30102100504	121.67	9.73	7.28	0.0	1.55	3520907096	26511610	24525700	466958047	218.1	81.3	100	0.01043245	24.8	33111205	32554484	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/cordoba/tierralta.html	COL	cordoba	tierralta		Pv	Analysis_set	0.02188863418996334		VVX02319	0.00269318325445056	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Cordoba	Colombia: Cordoba	SAM	SAM	SAM: Colombia, Cordoba	True	#4daf4a	#4daf4a
Colombia_30103103280	X0001-PV-MULTI-HUPALO2016	Tumaco	1.79	-78.79	Colombia	2013	SRR1565061,SRR1568236	Colombia_30103103280	79.6	Tumaco	Americas	2013-01-01 0:00:00	year	Colombia_30103103280	DS_X0001_Colombia_30103103280	OS_X0001_Colombia_30103103280	SE_X0001_Colombia_30103103280	IN_X0001_Colombia_30103103280	122.83	12.89	5.64	0.0	1.36	3495606869	25546974	24112294	1088176525	218.8	80.1	100	0.010854700000000002	24.5	32544099	31877508	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/narino/tumaco.html	COL	narino	tumaco		Pv	Analysis_set	0.021647240966558456		Colombia_30103103295	0.011359060183167458	Colombia	Peru	Sullana	SAM	Americas	None	True	Colombia: Narino	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
Colombia_30103103295	X0001-PV-MULTI-HUPALO2016	Tumaco	1.79	-78.79	Colombia	2013	SRR1562967,SRR1564991	Colombia_30103103295	81.26	Tumaco	Americas	2013-01-01 0:00:00	year	Colombia_30103103295	DS_X0001_Colombia_30103103295	OS_X0001_Colombia_30103103295	SE_X0001_Colombia_30103103295	IN_X0001_Colombia_30103103295	168.06	9.76	6.82	0.0	1.64	4821234201	26515564	24711786	843903278	216.7	79.2	100	0.01097517	24.6	45812851	44937972	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/narino/tumaco.html	COL	narino	tumaco		Pv	Analysis_set	0.02151461504399776		Colombia_30103103280	0.011359060183167458	Colombia	Colombia	Sullana	SAM	Americas	None	True	Colombia: Narino	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
Colombia_30111110015	X0001-PV-MULTI-HUPALO2016	Choco	6.3	-76.9	Colombia	2013	SRR1564664,SRR1565087	Colombia_30111110015	81.54	Quibdó	Americas	2013-01-01 0:00:00	year	Colombia_30111110015	DS_X0001_Colombia_30111110015	OS_X0001_Colombia_30111110015	SE_X0001_Colombia_30111110015	IN_X0001_Colombia_30111110015	90.95	8.56	8.1	0.0	1.29	2712970371	26814551	24634421	297466513	307.3	140.0	100	0.01147531	24.4	25398280	24831176	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/choco.html	COL	choco			Pv	Analysis_set	0.02143007516860962		VVX00990	0.010217812843620777	Colombia	Colombia	Tierralta	SAM	Americas	None	True	Colombia: Choco	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
Colombia_30111110020	X0001-PV-MULTI-HUPALO2016	Choco	6.3	-76.9	Colombia	2013	SRR1565002,SRR1568235	Colombia_30111110020	81.66	Quibdó	Americas	2013-01-01 0:00:00	year	Colombia_30111110020	DS_X0001_Colombia_30111110020	OS_X0001_Colombia_30111110020	SE_X0001_Colombia_30111110020	IN_X0001_Colombia_30111110020	130.8	8.75	7.49	0.0	1.58	3945271206	26826619	24775209	434625422	212.0	79.6	100	0.009431186	25.4	37395735	36756402	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/choco.html	COL	choco			Pv	Analysis_set	0.021552583202719692		Colombia_30101099040	0.008593156933784485	Colombia	Colombia	Choco	SAM	Americas	None	True	Colombia: Choco	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
Colombia_30111110026	X0001-PV-MULTI-HUPALO2016	Choco	6.3	-76.9	Colombia	2013	SRR1565026,SRR1568128	Colombia_30111110026	85.89	Quibdó	Americas	2013-01-01 0:00:00	year	Colombia_30111110026	DS_X0001_Colombia_30111110026	OS_X0001_Colombia_30111110026	SE_X0001_Colombia_30111110026	IN_X0001_Colombia_30111110026	205.59	6.72	4.57	0.0	2.3	6225848414	27516286	26392353	383219755	192.2	70.8	100	0.01077779	24.7	58743187	57834471	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/COL/choco.html	COL	choco			Pv	Analysis_set	0.021876106038689613		PW0022-C	0.011483422480523586	Colombia	Colombia	Santa Cecilia	SAM	Americas	None	True	Colombia: Choco	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
HT_1_144	X0009-PV-ET-LO	Jimma	7.6833306	36.8513179	Ethiopia	2016	ERR2678994	HT_1_144	88.54	Jimma	Africa	2016-01-01	year	HT_1_144	DS_X0009_HT_1_144	OS_X0009_HT_1_144	SE_X0009_HT_1_144	IN_X0009_HT_1_144	36.51	4.75	3.88	0.0	2.31	1187026329	27943468	27082651	186563067	422.0	120.4	150	0.02397864	24.8	6999384	6582881	True	True	True	False	False	False	4.0	DNA	19564		https://gadm.org/maps/ETH/oromia/jimma.html	ETH	oromia	jimma		Pv	Analysis_set	0.022829597815871242		JHC_2_216	0.013982905074954031	Ethiopia	Ethiopia	Jimma	AF	Africa	None	True	Ethiopia: Oromia	Ethiopia: Oromia	AF	AF	AF: Ethiopia, Oromia	True	#dd5a5c	#e41a1c
HT_1_147	X0009-PV-ET-LO	Jimma	7.6833306	36.8513179	Ethiopia	2016	ERR2679004	HT_1_147	89.89	Jimma	Africa	2016-01-01	year	HT_1_147	DS_X0009_HT_1_147	OS_X0009_HT_1_147	SE_X0009_HT_1_147	IN_X0009_HT_1_147	471.21	2.39	3.28	0.0	3.92	16472879919	28573471	28013603	7757290082	388.4	104.1	150	0.01805325	26.3	95678264	91589993	True	True	True	False	False	False	4.0	DNA	21123		https://gadm.org/maps/ETH/oromia/jimma.html	ETH	oromia	jimma		Pv	Analysis_set	0.023128701373934742		JHC_1_208	0.013399243354797363	Ethiopia	Ethiopia	Jimma	AF	Africa	None	True	Ethiopia: Oromia	Ethiopia: Oromia	AF	AF	AF: Ethiopia, Oromia	True	#dd5a5c	#e41a1c
HT_1_153	X0009-PV-ET-LO	Jimma	7.6833306	36.8513179	Ethiopia	2016	ERR2678995	HT_1_153	0.31	Jimma	Africa	2016-01-01	year	HT_1_153	DS_X0009_HT_1_153	OS_X0009_HT_1_153	SE_X0009_HT_1_153	IN_X0009_HT_1_153	2.12	38.65	60.47	0.0	0.05	159919304	18553980	708536	11901367	356.3	285.8	149	0.04309926	18.5	514542	417846	False	True	True	False	False	False	4.0	DNA	19564		https://gadm.org/maps/ETH/oromia/jimma.html	ETH	oromia	jimma		Pv	Less_than_50pc_callable										None	False	Ethiopia: Oromia	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
HT_2_112	X0009-PV-ET-LO	Jimma	7.6833306	36.8513179	Ethiopia	2016	ERR2679005	HT_2_112	89.31	Jimma	Africa	2016-01-01	year	HT_2_112	DS_X0009_HT_2_112	OS_X0009_HT_2_112	SE_X0009_HT_2_112	IN_X0009_HT_2_112	117.47	2.92	3.89	0.0	3.36	4346460470	28421323	27672588	1254706112	395.5	120.0	150	0.02110479	26.2	22792326	21421169	True	True	True	False	False	False	4.0	DNA	21123		https://gadm.org/maps/ETH/oromia/jimma.html	ETH	oromia	jimma		Pv	Analysis_set	0.02299447171390057		JHC_2_216	0.014413919299840929	Ethiopia	Ethiopia	Jimma	AF	Africa	None	True	Ethiopia: Oromia	Ethiopia: Oromia	AF	AF	AF: Ethiopia, Oromia	True	#dd5a5c	#e41a1c
IVC09-BB-0012	X0002-PV-KH-PAROBEK2016	Battambang	12.94	103.1	Cambodia	2009	SRR2315729	IVC09-BB-0012	85.42	Chamlong Kuoy	Asia	2009-10-05 0:00:00	day	IVC09-BB-0012	DS_X0002_BB012	OS_X0002_BB012	SE_X0002_BB012	IN_X0002_BB012	61.52	6.66	5.17	0.0	2.23	2437736666	27321849	26215713	494941100	360.1	70.9	99	0.0106203	27.2	17382627	16119377	True	True	True	False	False	True	3.0	DNA			https://gadm.org/maps/KHM/batdambang.html	KHM	batdambang			Pv	Analysis_set	0.01999161951243877		IVC10-BB-0019	0.014233729802072046	Cambodia	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Cambodia: Battambang	unassigned	ESEA	ESEA	ESEA: other	True	#f0d4f4	#984ea3
